Sample File,Marker,Parent_Allele_Raw,Parent_Allele_Numeric,Parent_Size,Parent_Height_Corrected,Candidate_Stutter_Allele,Candidate_Stutter_Size,Candidate_Stutter_Height_Corrected,Observed_SR,Marker_L_Repeat,Marker_SR_Max_N_Minus_1,ESR_Model_Type,ESR_m,ESR_c,Expected_SR,Expected_Stutter_Height,Assumed_CV_Hs,Calculated_Sigma_Hs,Z_Score,Calculated_Stutter_Score_for_this_Pair
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D18S51,13,13.0,285.09,460.0,12,281.13,287.0,0.6239130434782608,4,0.3,Allele Regression,0.00879,-0.04708,,,,,,0.0
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D18S51,17,17.0,301.12,301.0,16,297.16,28.0,0.09302325581395349,4,0.3,Allele Regression,0.00879,-0.04708,0.10234999999999998,30.807349999999996,0.25,7.701837499999999,-0.3645039251996678,0.9357269588010863
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D19S433,13,13.0,116.17,651.0,12,112.14,42.0,0.06451612903225806,4,0.3,Allele Average,0.0,0.08044,0.08044,52.36644,0.25,13.09161,-0.7918384369836863,0.7308814151693906
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D21S11,31,31.0,210.63,318.0,30,206.65,273.0,0.8584905660377359,4,0.3,Allele Average,0.0,0.0899,,,,,,0.0
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D21S11,29,29.0,202.7,321.0,28,198.57,26.0,0.08099688473520249,4,0.3,Allele Average,0.0,0.0899,0.0899,28.857899999999997,0.25,7.214474999999999,-0.39613416083637376,0.924537989839166
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D21S11,27,27.0,194.6,300.0,26,190.56,15.0,0.05,4,0.3,Allele Average,0.0,0.0899,0.0899,26.97,0.25,6.7425,-1.775305895439377,0.20683053113598554
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D21S11,31.2,31.2,212.59,202.0,30.2,208.52,15.0,0.07425742574257425,4,0.3,Allele Average,0.0,0.0899,0.0899,18.159799999999997,0.25,4.539949999999999,-0.6959988546129358,0.7848935285560908
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D2S1338,25,25.0,345.2,862.0,24,341.11,413.0,0.4791183294663573,4,0.3,Allele Average,0.0,0.09165,0.09165,79.00229999999999,0.25,19.750574999999998,16.91078361009743,3.984502751056528e-64
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D2S1338,23,23.0,337.15,508.0,22,333.12,41.0,0.08070866141732283,4,0.3,Allele Average,0.0,0.09165,0.09165,46.5582,0.25,11.63955,-0.4775270521626695,0.892243641704863
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D2S1338,17,17.0,312.75,497.0,16,308.85,27.0,0.05432595573440644,4,0.3,Allele Average,0.0,0.09165,0.09165,45.55005,0.25,11.3875125,-1.6289817464525285,0.2653273943557362
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D3S1358,14,14.0,118.41,1111.0,13,114.43,57.0,0.05130513051305131,4,0.3,Allele Average,0.0,0.0986,0.0986,109.54459999999999,0.25,27.386149999999997,-1.918655962959379,0.15871893393622297
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D3S1358,18,18.0,134.46,380.0,17,130.41,32.0,0.08421052631578947,4,0.3,Allele Average,0.0,0.0986,0.0986,37.467999999999996,0.25,9.366999999999999,-0.5837514679192908,0.8433418491705572
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D5S818,12,12.0,152.95,584.0,11,148.83,386.0,0.660958904109589,4,0.3,Allele Average,0.0,0.07378,,,,,,0.0
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D7S820,9,9.0,266.06,455.0,8,262.1,199.0,0.43736263736263736,4,0.3,Allele Regression,0.01048,-0.05172,0.0426,19.383,0.25,4.84575,37.066914306350924,1.3376333606468636e-299
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D7S820,8,8.0,262.1,199.0,7,258.2,10.0,0.05025125628140704,4,0.3,Allele Regression,0.01048,-0.05172,0.032119999999999996,6.39188,0.25,1.59797,2.2579397610718606,0.07814837760721269
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D7S820,15,15.0,290.27,5.0,14,286.31,5.0,1.0,4,0.3,Allele Regression,0.01048,-0.05172,,,,,,0.0
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D8S1179,14,14.0,146.11,671.0,13,142.01,581.0,0.8658718330849479,4,0.3,Allele Average,0.0,0.08246,,,,,,0.0
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D8S1179,13,13.0,142.01,581.0,12,137.87,35.0,0.060240963855421686,4,0.3,Allele Average,0.0,0.08246,0.08246,47.90926,0.25,11.977315,-1.0778091750947523,0.559430314290629
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,D8S1179,11,11.0,133.71,276.0,10,129.59,19.0,0.06884057971014493,4,0.3,Allele Average,0.0,0.08246,0.08246,22.758960000000002,0.25,5.6897400000000005,-0.6606558471916119,0.8039380426008916
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,FGA,21,21.0,229.14,361.0,20,225.08,31.0,0.08587257617728532,4,0.3,Allele Average,0.0,0.08296,0.08296,29.94856,0.25,7.48714,0.1404327954332361,0.9901877721335441
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,FGA,25,25.0,245.55,244.0,24,241.33,22.0,0.09016393442622951,4,0.3,Allele Average,0.0,0.08296,0.08296,20.242240000000002,0.25,5.060560000000001,0.3473449578702747,0.9414592066359029
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,FGA,19,19.0,221.03,278.0,18,216.99,15.0,0.0539568345323741,4,0.3,Allele Average,0.0,0.08296,0.08296,23.062880000000003,0.25,5.765720000000001,-1.3984168499337468,0.37614339331676305
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,FGA,24,24.0,241.33,22.0,23,237.52,12.0,0.5454545454545454,4,0.3,Allele Average,0.0,0.08296,0.08296,1.82512,0.25,0.45628,22.299640571578855,5.2155426830665454e-110
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,TH01,7,7.0,172.61,755.0,6,168.5,408.0,0.5403973509933775,4,0.3,LUS Regression,0.00185,0.00801,0.02096,15.8248,0.25,3.9562,99.12926545675144,0.0
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,TH01,9,9.0,180.71,933.0,8,176.58,33.0,0.03536977491961415,4,0.3,LUS Regression,0.00185,0.00801,0.02466,23.00778,0.25,5.751945,1.73718976798283,0.22114998444777756
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,TPOX,10,10.0,236.72,337.0,9,232.72,202.0,0.599406528189911,4,0.3,Allele Regression,0.00611,-0.02772,0.03338,11.24906,0.25,2.812265,67.8282238693722,0.0
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,TPOX,8,8.0,228.74,1085.0,7,224.6,22.0,0.020276497695852536,4,0.3,Allele Regression,0.00611,-0.02772,0.021159999999999998,22.958599999999997,0.25,5.739649999999999,-0.1670136680808058,0.9861500231446665
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,TPOX,OL,-3.0,223.73,9.0,OL,220.0,9.0,1.0,4,0.3,Allele Regression,0.00611,-0.02772,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,CSF1PO,12,12.0,326.78,110.0,11,322.73,25.0,0.22727272727272727,4,0.3,Allele Regression,0.01144,-0.05766,0.07962000000000001,8.7582,0.25,2.18955,7.41787125208376,1.125935403194364e-12
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D13S317,12,12.0,231.27,431.0,11,227.26,269.0,0.6241299303944315,4,0.3,Allele Average,0.0,0.05638,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D13S317,11,11.0,227.26,269.0,10,223.32,18.0,0.06691449814126393,4,0.3,Allele Average,0.0,0.05638,0.05638,15.16622,0.25,3.791555,0.7473925605721138,0.7563146242008724
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D16S539,11,11.0,275.22,204.0,10,271.18,65.0,0.31862745098039214,4,0.3,Allele Regression,0.0118,-0.0595,0.0703,14.3412,0.25,3.5853,14.129584693052184,1.332676716256844e-44
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D16S539,OL,-3.0,292.15,9.0,OL,288.15,8.0,0.8888888888888888,4,0.3,Allele Regression,0.0118,-0.0595,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D18S51,16,16.0,296.86,128.0,15,293.01,35.0,0.2734375,4,0.3,Allele Regression,0.00879,-0.04708,0.09355999999999999,11.975679999999999,0.25,2.9939199999999997,7.690359127832409,4.3120211567349606e-14
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D19S433,15,15.0,123.91,162.0,14,119.93,123.0,0.7592592592592593,4,0.3,Allele Average,0.0,0.08044,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D19S433,13,13.0,116.07,441.0,12,112.01,93.0,0.2108843537414966,4,0.3,Allele Average,0.0,0.08044,0.08044,35.47404,0.25,8.86851,6.4865417076825755,7.302664395057904e-10
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D21S11,29,29.0,202.46,130.0,28,198.39,41.0,0.3153846153846154,4,0.3,Allele Average,0.0,0.0899,0.0899,11.687,0.25,2.92175,10.03268589030547,4.1707306978814197e-23
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D21S11,31,31.0,210.43,48.0,30,206.42,9.0,0.1875,4,0.3,Allele Average,0.0,0.0899,0.0899,4.3152,0.25,1.0788,4.342602892102336,8.035148862071315e-05
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D21S11,OL,-3.0,237.91,4.0,OL,234.21,2.0,0.5,4,0.3,Allele Average,0.0,0.0899,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D2S1338,17,17.0,312.62,91.0,16,308.51,11.0,0.12087912087912088,4,0.3,Allele Average,0.0,0.09165,0.09165,8.34015,0.25,2.0850375,1.2756844900871092,0.44322157746224783
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D2S1338,22,22.0,333.03,93.0,21,329.08,10.0,0.10752688172043011,4,0.3,Allele Average,0.0,0.09165,0.09165,8.52345,0.25,2.1308625,0.6929353724137525,0.7865651573912723
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D2S1338,19,19.0,320.91,94.0,OL,317.37,8.0,0.0851063829787234,4,0.3,Allele Average,0.0,0.09165,0.09165,8.6151,0.25,2.153775,-0.28559157757890213,0.9600390919270269
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D2S1338,OL,-3.0,362.91,11.0,OL,358.91,6.0,0.5454545454545454,4,0.3,Allele Average,0.0,0.09165,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D3S1358,18,18.0,134.35,157.0,17,130.27,101.0,0.643312101910828,4,0.3,Allele Average,0.0,0.0986,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D3S1358,15,15.0,122.09,853.0,14,118.07,53.0,0.06213364595545135,4,0.3,Allele Average,0.0,0.0986,0.0986,84.10579999999999,0.25,21.026449999999997,-1.4793652756409186,0.33478698690526026
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D5S818,11,11.0,148.79,202.0,10,144.68,170.0,0.8415841584158416,4,0.3,Allele Average,0.0,0.07378,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D5S818,13,13.0,157.05,151.0,12,152.83,79.0,0.5231788079470199,4,0.3,Allele Average,0.0,0.07378,0.07378,11.14078,0.25,2.785195,24.36426174827974,6.260685220855995e-131
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D7S820,9,9.0,265.73,31.0,8,261.72,18.0,0.5806451612903226,4,0.3,Allele Regression,0.01048,-0.05172,0.0426,1.3206,0.25,0.33015,50.520672421626536,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D7S820,11,11.0,273.95,139.0,10,269.99,8.0,0.05755395683453238,4,0.3,Allele Regression,0.01048,-0.05172,0.06355999999999999,8.834839999999998,0.25,2.2087099999999995,-0.3779762847997239,0.9310586229770698
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D7S820,8,8.0,261.72,18.0,7,257.56,5.0,0.2777777777777778,4,0.3,Allele Regression,0.01048,-0.05172,0.032119999999999996,0.5781599999999999,0.25,0.14453999999999997,30.59250034592501,1.7733092943012845e-204
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D8S1179,13,13.0,141.71,250.0,12,137.53,199.0,0.796,4,0.3,Allele Average,0.0,0.08246,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D8S1179,12,12.0,137.53,199.0,11,133.41,145.0,0.7286432160804021,4,0.3,Allele Average,0.0,0.08246,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,D8S1179,16,16.0,154.26,64.0,15,149.83,9.0,0.140625,4,0.3,Allele Average,0.0,0.08246,0.08246,5.27744,0.25,1.31936,2.8214892068881876,0.018678154019448126
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,FGA,21,21.0,229.03,109.0,20,224.94,51.0,0.46788990825688076,4,0.3,Allele Average,0.0,0.08296,0.08296,9.04264,0.25,2.26066,18.55978342607911,7.929099519222796e-77
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,FGA,20,20.0,224.94,51.0,19,220.93,34.0,0.6666666666666666,4,0.3,Allele Average,0.0,0.08296,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,FGA,24,24.0,241.28,59.0,23,237.06,32.0,0.5423728813559322,4,0.3,Allele Average,0.0,0.08296,0.08296,4.894640000000001,0.25,1.2236600000000002,22.151055031626427,1.4174199221756423e-108
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,FGA,23,23.0,237.06,32.0,22,233.28,31.0,0.96875,4,0.3,Allele Average,0.0,0.08296,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,FGA,27,27.0,253.37,31.0,26,249.76,9.0,0.2903225806451613,4,0.3,Allele Average,0.0,0.08296,0.08296,2.5717600000000003,0.25,0.6429400000000001,9.998195788098421,5.891583611532044e-23
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,FGA,45.2,45.2,328.42,10.0,44.2,324.47,7.0,0.7,4,0.3,Allele Average,0.0,0.08296,,,,,,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,TH01,7,7.0,172.39,324.0,6,168.38,157.0,0.4845679012345679,4,0.3,LUS Regression,0.00185,0.00801,0.02096,6.79104,0.25,1.69776,88.47479031194044,0.0
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,TH01,9,9.0,180.53,215.0,8,176.42,80.0,0.37209302325581395,4,0.3,LUS Regression,0.00185,0.00801,0.02466,5.301900000000001,0.25,1.3254750000000002,56.35572153378976,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D13S317,12,12.0,231.28,473.0,11,227.22,142.0,0.30021141649048627,4,0.3,Allele Average,0.0,0.05638,0.05638,26.66774,0.25,6.666935,17.299142709505944,3.115763078794385e-66
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D16S539,12,12.0,279.26,164.0,11,275.31,68.0,0.4146341463414634,4,0.3,Allele Regression,0.0118,-0.0595,0.0821,13.464400000000001,0.25,3.3661000000000003,16.201420040997,3.013062239493632e-58
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D18S51,13,13.0,285.11,89.0,12,281.14,87.0,0.9775280898876404,4,0.3,Allele Regression,0.00879,-0.04708,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D18S51,OL,-3.0,282.35,10.0,OL,278.02,9.0,0.9,4,0.3,Allele Regression,0.00879,-0.04708,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D19S433,13,13.0,116.25,417.0,12,112.22,26.0,0.06235011990407674,4,0.3,Allele Average,0.0,0.08044,0.08044,33.54348,0.25,8.38587,-0.8995464990513807,0.667249024961436
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D19S433,10,10.0,104.07,218.0,9,100.31,11.0,0.05045871559633028,4,0.3,Allele Average,0.0,0.08044,0.08044,17.53592,0.25,4.38398,-1.4908644656225623,0.32911816537486566
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D21S11,30,30.0,206.78,124.0,29,202.79,49.0,0.3951612903225806,4,0.3,Allele Average,0.0,0.0899,0.0899,11.147599999999999,0.25,2.7868999999999997,13.58225985862428,2.6198696767351657e-41
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D21S11,32.2,32.2,216.79,58.0,31.2,212.71,49.0,0.8448275862068966,4,0.3,Allele Average,0.0,0.0899,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D21S11,29,29.0,202.79,49.0,28,198.62,6.0,0.12244897959183673,4,0.3,Allele Average,0.0,0.0899,0.0899,4.4051,0.25,1.101275,1.4482304601484643,0.3503979631548921
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D2S1338,25,25.0,345.3,90.0,24,341.26,69.0,0.7666666666666667,4,0.3,Allele Average,0.0,0.09165,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D2S1338,24,24.0,341.26,69.0,23,337.27,43.0,0.6231884057971014,4,0.3,Allele Average,0.0,0.09165,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D2S1338,OL,-3.0,320.0,6.0,OL,316.43,6.0,1.0,4,0.3,Allele Average,0.0,0.09165,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D3S1358,18,18.0,134.51,221.0,17,130.62,20.0,0.09049773755656108,4,0.3,Allele Average,0.0,0.0986,0.0986,21.790599999999998,0.25,5.447649999999999,-0.32869218837480346,0.9474138426981744
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D3S1358,OL,-3.0,98.38,6.0,OL,94.31,3.0,0.5,4,0.3,Allele Average,0.0,0.0986,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D5S818,12,12.0,153.02,253.0,11,148.91,164.0,0.6482213438735178,4,0.3,Allele Average,0.0,0.07378,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D7S820,9,9.0,266.04,140.0,8,262.04,65.0,0.4642857142857143,4,0.3,Allele Regression,0.01048,-0.05172,0.0426,5.9639999999999995,0.25,1.4909999999999999,39.59490274983233,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D7S820,8,8.0,262.04,65.0,7,258.25,4.0,0.06153846153846154,4,0.3,Allele Regression,0.01048,-0.05172,0.032119999999999996,2.0877999999999997,0.25,0.5219499999999999,3.663569307404925,0.0012176043051698713
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D8S1179,14,14.0,146.09,324.0,13,142.0,244.0,0.7530864197530864,4,0.3,Allele Average,0.0,0.08246,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D8S1179,13,13.0,142.0,244.0,12,137.79,14.0,0.05737704918032787,4,0.3,Allele Average,0.0,0.08246,0.08246,20.120240000000003,0.25,5.030060000000001,-1.2167330011968052,0.47700915371453995
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,D8S1179,11,11.0,133.73,124.0,10,129.7,8.0,0.06451612903225806,4,0.3,Allele Average,0.0,0.08246,0.08246,10.22504,0.25,2.55626,-0.8704278907466376,0.6846672285501838
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,FGA,27,27.0,253.53,123.0,26,249.59,61.0,0.4959349593495935,4,0.3,Allele Average,0.0,0.08296,0.08296,10.204080000000001,0.25,2.5510200000000003,19.912003825920607,4.0060580511261296e-88
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,FGA,OL,-3.0,296.6,7.0,OL,292.31,7.0,1.0,4,0.3,Allele Average,0.0,0.08296,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,FGA,OL,-3.0,311.51,10.0,OL,307.4,7.0,0.7,4,0.3,Allele Average,0.0,0.08296,,,,,,0.0
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,TH01,9,9.0,180.81,383.0,8,176.79,18.0,0.04699738903394256,4,0.3,LUS Regression,0.00185,0.00801,0.02466,9.44478,0.25,2.361195,3.6232585618722726,0.0014102316418429465
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,TPOX,10,10.0,236.82,76.0,9,232.83,68.0,0.8947368421052632,4,0.3,Allele Regression,0.00611,-0.02772,,,,,,0.0
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,CSF1PO,12,12.0,326.66,470.0,11,322.68,29.0,0.06170212765957447,4,0.3,Allele Regression,0.01144,-0.05766,0.07962000000000001,37.421400000000006,0.25,9.355350000000001,-0.9001694217747069,0.6668751086853052
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,CSF1PO,10,10.0,318.59,125.0,9,314.15,7.0,0.056,4,0.3,Allele Regression,0.01144,-0.05766,0.05674,7.0925,0.25,1.773125,-0.0521677828692282,0.9986401866004913
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D13S317,12,12.0,231.26,766.0,11,227.17,185.0,0.24151436031331594,4,0.3,Allele Average,0.0,0.05638,0.05638,43.18708,0.25,10.79677,13.1347541903736,3.4464672227750463e-38
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D13S317,11,11.0,227.17,185.0,10,223.03,7.0,0.03783783783783784,4,0.3,Allele Average,0.0,0.05638,0.05638,10.4303,0.25,2.607575,-1.315513455988802,0.42093038029540886
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D16S539,11,11.0,275.12,142.0,10,271.08,113.0,0.795774647887324,4,0.3,Allele Regression,0.0118,-0.0595,,,,,,0.0
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D16S539,13,13.0,282.98,127.0,12,279.09,111.0,0.8740157480314961,4,0.3,Allele Regression,0.0118,-0.0595,,,,,,0.0
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D16S539,9,9.0,267.19,195.0,8,263.04,6.0,0.03076923076923077,4,0.3,Allele Regression,0.0118,-0.0595,0.046700000000000005,9.1065,0.25,2.276625,-1.3645198484598915,0.39417622093454957
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D18S51,19,19.0,308.79,143.0,18,304.85,118.0,0.8251748251748252,4,0.3,Allele Regression,0.00879,-0.04708,,,,,,0.0
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D18S51,17,17.0,300.88,166.0,16,296.96,12.0,0.07228915662650602,4,0.3,Allele Regression,0.00879,-0.04708,0.10234999999999998,16.990099999999998,0.25,4.2475249999999996,-1.1748253394623924,0.5015222582969654
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D18S51,23.2,23.2,327.81,6.0,22.2,323.48,4.0,0.6666666666666666,4,0.3,Allele Regression,0.00879,-0.04708,,,,,,0.0
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D18S51,25,25.0,333.56,5.0,24,329.97,3.0,0.6,4,0.3,Allele Regression,0.00879,-0.04708,0.17267,0.86335,0.25,0.2158375,9.899345572479296,2.625321812129405e-23
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,D19S433,14,14.0,119.94,192.0,13,116.03,185.0,0.9635416666666666,4,0.3,Allele Average,0.0,0.08044,,,,,,0.0
