样本文件,样本最大等位基因数,样本总特异等位基因数,每位点平均等位基因数,每位点等位基因数标准差,等位基因数大于2的位点数,等位基因数大于3的位点数,等位基因数大于4的位点数,等位基因数大于5的位点数,等位基因数大于6的位点数,等位基因计数分布熵,平均峰高,峰高标准差,最小峰高,最大峰高,峰高变异系数,峰高分位数比率,平均峰高比,峰高比标准差,最小峰高比,峰高比中位数,可计算峰高比的位点数,严重失衡位点数,严重失衡位点比例,峰高分布偏度,峰高分布峭度,峰高分布多峰性,饱和峰数量,饱和峰比例,位点间平衡熵,平均位点等位基因熵,峰高分布熵,有效等位基因位点数,无有效等位基因位点数,峰高片段大小相关性,峰高片段大小回归斜率,加权峰高片段大小斜率,峰高比片段大小斜率,片段大小加权位点丢失评分,RFU每碱基对降解指数,小大片段信息完整度比率,等位基因多样性指数,峰模式复杂度,杂合率,峰聚类系数,贡献者人数,预测贡献者人数
F07_RD14-0003-46_47_48-1;1;1-M3e-0.045IP-Q0.8_002.5sec.fsa,2,9,1.2857142857142858,0.48795003647426666,2,0,0,0,0,0.5982695883852572,71.33333333333333,17.857460314638498,52.0,104.0,0.2503382287098855,1.4333333333333333,0.6469141323792487,0.05076028622540252,0.5961538461538461,0.6469141323792487,2,1,0.5,0.7452875635692169,1.9644480326336369,1,0,0.0,1.8424263564646943,0.668997367667933,1.6769877737224173,7,13,-0.4218499226613757,-0.16883348586297625,-0.16883348586297625,-0.0015217053503830482,0.65,-0.23884333726850895,2.5,0.8888888888888888,0.0,0.2857142857142857,0.21872551718840116,3,3
G01_RD14-0003-44_45-1;1-M3d-0.126IP-Q0.5_003.5sec.fsa,3,19,2.1875,0.75,13,6,0,0,0,1.0433534266422906,154.57142857142858,72.97760349754505,53.0,326.0,0.47212867327432095,1.965,0.5485049631549223,0.13499354611112305,0.3220858895705521,0.5472636815920398,7,6,0.8571428571428571,0.8020490995098701,2.7265689627308465,2,0,0.0,2.640381502248645,0.8438197991424997,2.496141071194753,16,4,-0.5144110449860806,-0.5376631811663414,-0.5376631811663414,-0.00034384386479802,0.2,-0.6910821637002155,1.0,0.9322448979591837,0.0765951617509894,0.4375,0.3586855956599671,2,2
G02_RD14-0003-46_47_48-1;1;1-M2S10-0.189IP-Q1.2_003.5sec.fsa,3,16,1.6923076923076923,0.7510676161988107,7,2,0,0,0,1.0123308388031735,173.36363636363637,88.91136825490133,52.0,373.0,0.5128605405369243,2.030232558139535,0.6417621448224444,0.1772928531225445,0.46648793565683644,0.6,5,3,0.6,0.7752418770283842,2.783432746396086,3,0,0.0,2.3259246629627053,0.7777721763549482,2.161287118576154,13,7,-0.47997724983532597,-0.6117467650681815,-0.6117467650681815,0.0019736843518672153,0.35,-0.992116639950859,1.1666666666666667,0.9173553719008265,0.04138455010181308,0.38461538461538464,0.389184221186445,3,2
G04_RD14-0003-40_41_42_43-1;1;1;1-M1S10-0.5IP-Q1.3_003.5sec.fsa,4,23,2.375,0.8850612031567836,14,6,2,0,0,1.2130075655799042,228.3421052631579,169.40301934732133,55.0,940.0,0.7418825325801788,3.116580310880829,0.5941718369117857,0.19487637660542548,0.22713864306784662,0.6091053777852236,8,4,0.5,2.031510076081548,8.93750645558898,1,0,0.0,2.5139440318562407,0.8678179542283267,2.3946826896402027,16,4,-0.6619114570913045,-1.6344562056832774,-1.6344562056832774,0.00078465712805507,0.2,-2.2786700394000268,0.7777777777777778,0.9349030470914128,0.08977548879696957,0.5,0.5726071951213594,4,4
G06_RD14-0003-46_47_48-1;1;1-M4d-0.189IP-Q0.6_003.5sec.fsa,3,20,2.125,0.5,15,3,0,0,0,0.7029189304735104,158.85294117647058,93.40176731951223,54.0,464.0,0.5879763171381996,2.3806818181818183,0.6417104798176283,0.23906797579982647,0.26455026455026454,0.6616517899990402,12,5,0.4166666666666667,1.3873175435619323,4.77338966858841,3,0,0.0,2.702205643290325,0.7291335686451739,2.552398268408505,16,4,-0.44951123864636316,-0.5958214434522436,-0.5958214434522436,0.000735919463277589,0.2,-0.8187091009390708,0.7777777777777778,0.9325259515570934,0.04533203452143607,0.75,0.4461093913390949,3,5
H01_RD14-0003-44_45-1;1-M4d-0.062IP-Q0.9_004.5sec.fsa,4,15,1.5714285714285714,0.8516306272526403,6,1,1,0,0,0.8760057653431736,99.72727272727273,33.05942558234657,54.0,173.0,0.33149834221131474,1.6923076923076923,0.7612022442349764,0.1963899105151443,0.5059523809523809,0.75,5,2,0.4,0.6408626109022766,2.5713294964693834,3,0,0.0,2.525663435032223,0.7896783260491156,2.2841674480669645,14,6,-0.2913596734016902,-0.14893949211469867,-0.14893949211469867,-0.0010257871117608397,0.3,-0.20086711739481472,1.3333333333333333,0.9132231404958678,0.01379728689424459,0.35714285714285715,0.2598482905257612,2,2
H02_RD14-0003-46_47_48-1;1;1-M3S10-0.093IP-Q1.4_004.5sec.fsa,2,12,1.6,0.5163977794943223,6,0,0,0,0,0.6730116668092565,115.125,43.59741248055898,54.0,213.0,0.37869630819160893,1.797427652733119,0.6155894298381317,0.09414080897419473,0.5070422535211268,0.6029940753279729,6,3,0.5,0.48058243121519867,2.496805284152443,2,0,0.0,2.159649167763256,0.6608185957777762,2.220025326834538,10,10,-0.4583292863563661,-0.38018024412114604,-0.38018024412114604,-0.0003637698493263852,0.5,-0.5214819371232403,2.3333333333333335,0.8828125,0.0,0.6,0.3108301428005907,3,3
H04_RD14-0003-40_41_42_43-1;1;1;1-M2S10-0.252IP-Q1.3_004.5sec.fsa,4,20,2.0714285714285716,1.0716117059605352,9,4,2,0,0,1.2914167687452023,155.79310344827587,95.54106512307348,50.0,473.0,0.6132560621002946,2.732394366197183,0.5131119769801894,0.14730596968915408,0.29381443298969073,0.5243128964059197,5,3,0.6,1.3560699731236268,5.1744995318985465,1,0,0.0,2.3973796196127086,0.8877380500881281,2.3931877127119097,14,6,-0.46746713857292216,-0.8214005981380491,-0.8214005981380491,-0.002685016699990319,0.3,-1.1850427954228608,1.0,0.9369797859690845,0.0761453027084449,0.35714285714285715,0.47715001167775517,4,4
H05_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1S30-0.625IP-Q2.4_004.5sec.fsa,4,18,2.3076923076923075,0.8548504142651104,11,5,1,0,0,1.2047933092947842,276.46666666666664,228.91974333571338,52.0,994.0,0.8280193272331086,2.4584178498985803,0.5914259311727941,0.22855261833100068,0.2806841046277666,0.6325004109814236,6,3,0.5,1.5295724866121632,4.878375381166502,3,0,0.0,2.2525829895690825,0.8590646497283962,2.4450221478437615,13,7,-0.7031131970395933,-2.8775294135118696,-2.8775294135118696,0.001285284754439183,0.35,-3.6500664284645254,1.1666666666666667,0.9177777777777778,0.10141777410258752,0.46153846153846156,0.6442983989066264,5,5
H06_RD14-0003-46_47_48-1;1;1-M4d-0.093IP-Q0.6_004.5sec.fsa,3,19,1.875,0.6191391873668903,12,2,0,0,0,0.9002560509685369,116.5,73.24786686313807,52.0,413.0,0.6287370546192109,1.9779411764705883,0.6970010075355884,0.26594250284057763,0.162227602905569,0.8211039773201034,10,3,0.3,2.345265243889103,9.478352362874192,3,0,0.0,2.661696847556281,0.7138942348958786,2.3671399108487505,16,4,-0.14497611177113068,-0.14549801247012545,-0.14549801247012545,0.0013907516606810342,0.2,-0.2852156062484066,0.7777777777777778,0.9244444444444445,0.03538683224366758,0.625,0.47769555198803787,3,4
