NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,delta_GR,T_c,S_c,Coach_Effect,EI,ESP,ECR_Large,ECR_Small,Adjusted Degree Centrality,Adjusted Betweenness Centrality,Adjusted Closeness Centrality
URU,1956,5,19,21,35,Uruguay,0,0,1,1,Australia,0.0,0,0,0,8,0.0004799904001919,0.0022321428571428,0.0,98.0,-0.1059187005303186,0.0153875760830648,-0.054054054054054,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-1.288147175629497,0.0238095238095238,1.25,-25.47869674185464,-6.76860902255639,0.0,0.5714285714285714,0.2631578947368421,0.0529801324503311,0.835936088597452,0.0027988931537861,0.1359655083863326
USA,1956,19,19,300,2,United States,32,25,17,74,Australia,0.4324324324324324,0,0,0,1061,0.0636587268254634,0.1651785714285714,0.4324324324324324,1.3243243243243243,5.369385767169248,1.825098896551724,1.0,0.7787810383747178,2.0,0.027027027027027,1.0,61.38825044816736,-0.001706766503331,91.44827586206895,-0.0776576576576577,63.99049580615098,0.0,0.0033333333333333,1.0,0.9271523178807948,11.951820702121845,0.1659975097516922,0.2044988333062672
YUG,1956,8,19,35,26,Yugoslavia,0,3,0,3,Australia,0.0,0,0,0,16,0.0009599808003839,0.0066964285714285,0.0,32.666666666666664,0.0672769118745518,0.0872204081632653,0.238095238095238,0.8918918918918919,1.351351351351351,0.0042229729729729,0.7551020408163265,3.1125649972510354,0.1908609640568404,5.928571428571429,-13.247619047619043,0.175714285714287,0.0,0.4,0.4210526315789473,0.1059602649006622,0.070998644836065,0.0002377186769064,0.0115479723528539
ARG,1960,15,19,92,30,Argentina,0,1,1,2,Italy,0.0,0,0,0,40,0.0023999520009599,0.0048192771084337,0.0,51.5,0.0,0.0016108596159586,0.0344827586206896,0.9913793103448276,1.0952380952380951,0.0017421602787456,0.6885245901639344,1.5465970744698598,0.0141065830721004,3.85,-39.8466819221968,-9.25900457665904,0.0,0.0434782608695652,0.7894736842105263,0.34,,,
AUS,1960,17,19,189,5,Australia,8,8,6,22,Italy,0.3636363636363636,1,0,0,111,0.0066598668026639,0.053012048192771,0.3636363636363636,4.681818181818182,3.282950779527033,0.272492769254117,0.6666666666666666,0.8,2.0,0.0679442508710801,1.0,36.50152708549124,-0.0276699029126212,20.51851851851852,-3.1778562568036253,13.409606085921874,0.0,0.0264550264550264,0.8947368421052632,0.7866666666666666,7.8219292901288755,0.1952843345038923,0.5188014325085479
AUT,1960,15,19,103,18,Austria,1,1,0,2,Italy,0.5,0,0,0,58,0.0034799304013919,0.0048192771084337,0.5,51.5,0.0,0.0013276902240592,-0.4705882352941176,0.7272727272727273,1.619047619047619,0.0591243444901981,0.84,1.752333672257703,-0.1850079744816587,3.769230769230769,-39.84900357690343,-9.31623953460949,0.0,0.0194174757281553,0.0526315789473684,0.0066666666666666,,,
BEL,1960,16,19,100,26,Belgium,0,2,2,4,Italy,0.0,0,0,0,104,0.0062398752024959,0.0096385542168674,0.0,25.75,0.0,0.0318374736842105,-0.0714285714285714,0.8666666666666667,1.0952380952380951,0.0017421602787456,0.6885245901639344,2.698306223787717,-0.0723577235772356,6.0,-20.80210526315789,-2.040631578947369,0.0,0.03,0.8421052631578947,0.42,-0.9024482398256932,-0.001766427611664,-0.2196901044774134
BRA,1960,14,19,72,39,Brazil,0,0,2,2,Italy,0.0,0,0,0,10,0.0005999880002399,0.0048192771084337,0.0,51.5,0.0,0.0112782651072124,0.625,0.9883720930232558,1.0952380952380951,0.0017421602787456,0.6885245901639344,1.33105762499957,0.0042451088962718,7.45,-37.182748538011694,-5.939824561403508,0.0,0.1666666666666666,0.7368421052631579,0.22,-1.7640928920348715,-0.0034529873919777,-0.429447069267772
BUL,1960,12,19,97,15,Bulgaria,1,3,3,7,Italy,0.1428571428571428,0,0,0,13,0.0007799844003119,0.016867469879518,0.1428571428571428,14.714285714285714,1.6568196184516684,0.1204278493649614,-0.2105263157894736,0.7814207650273224,1.619047619047619,0.0591243444901981,0.84,19.89515294876963,-0.0356524057043848,13.235294117647058,-8.589489186884737,6.687859126287519,0.0,0.0206185567010309,0.631578947368421,0.44,4.229752761645682,0.1510672617757079,0.8647115524815971
CAN,1960,14,19,85,32,Canada,0,1,0,1,Italy,0.0,0,0,0,98,0.0058798824023519,0.0024096385542168,0.0,103.0,0.0,-0.0046920981808615,1.1333333333333333,0.7714285714285715,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.974460580731318,-0.0019047619047618,12.22222222222222,-75.14613003095974,-13.988283453732368,0.0,0.0470588235294117,0.7368421052631579,0.4866666666666667,0.9702289052004422,0.0018990996404532,0.2361904873255238
DEN,1960,15,19,99,13,Denmark,2,3,1,6,Italy,0.3333333333333333,0,0,0,106,0.0063598728025439,0.0144578313253012,0.3333333333333333,17.166666666666668,1.1456519484709518,0.0685711178773379,-0.35,0.8807339449541285,1.9047619047619049,0.0890824622531939,0.9545454545454546,14.63641562553774,0.0375966900521677,7.321428571428571,-12.702551834130782,1.3142344497607643,0.0,0.0101010101010101,0.7894736842105263,0.2866666666666667,2.035578422170367,0.0938687786558842,0.3374144267786757
ESP,1960,16,19,143,41,Spain,0,0,1,1,Italy,0.0,0,0,0,8,0.0004799904001919,0.0024096385542168,0.0,103.0,0.0,-0.0068645616437297,0.2058823529411764,0.8277310924369747,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.6010963091998174,-0.1722689075630252,8.5,-85.88774383511225,-19.81632315053368,0.0,0.0069930069930069,0.8421052631578947,0.5266666666666666,0.8849949859875343,0.0017322650878398,0.2154413210126504
ETH,1960,2,19,10,21,Ethiopia,1,0,0,1,Italy,1.0,0,0,0,1,5.999880002399952e-05,0.0024096385542168,1.0,103.0,0.0036108279999099,0.0993202429149797,0.0,1.0,1.619047619047619,0.0591243444901981,0.84,-0.1966787158021471,0.0,4.461538461538462,-10.636842105263153,-0.0679757085020225,0.0,0.4,0.1052631578947368,0.0533333333333333,0.0021239683387726,7.585835369532141e-05,0.0004342144950635
FIN,1960,14,19,117,17,Finland,1,1,3,5,Italy,0.2,0,0,0,234,0.0140397192056158,0.0120481927710843,0.2,20.6,1.7004577807693957,0.0606503800592868,0.3076923076923077,0.817351598173516,1.619047619047619,0.0591243444901981,0.84,19.72194353453644,-0.1758456807380486,12.16,-14.399370220422853,4.192188933873143,0.0,0.0085470085470085,0.7368421052631579,0.5933333333333334,3.5396392191095143,0.1264195887176944,0.723627856487308
FRA,1960,19,19,238,25,France,0,2,3,5,Italy,0.0,0,0,0,353,0.0211795764084718,0.0120481927710843,0.0,20.6,3.680390101994993,0.0484252950673169,1.2727272727272727,0.8016528925619835,1.0952380952380951,0.0017421602787456,0.6885245901639344,38.96753848676956,-0.0397567990679724,27.03448275862069,-19.57899159663865,13.050440452042888,0.0,0.0126050420168067,1.0,0.7733333333333333,4.4546490213368,0.0087194086977014,1.0844304035616634
GBR,1960,17,19,253,12,Great Britain,2,6,12,20,Italy,0.1,0,0,0,441,0.0264594708105837,0.0481927710843373,0.1,5.15,3.384646078153015,0.1933302741067641,-0.4285714285714285,0.7506426735218509,1.9047619047619049,0.0890824622531939,0.9545454545454546,37.72908577147283,-0.0797460190576544,22.2093023255814,-3.634106511337633,14.456279674505684,0.0,0.0039525691699604,0.8947368421052632,0.84,7.622272245383449,0.3514938940519511,1.263456417309092
GHA,1960,2,19,13,32,Ghana,0,1,0,1,Italy,0.0,0,0,0,1,5.999880002399952e-05,0.0024096385542168,0.0,103.0,0.0895552904414566,0.057707879165369,0.0,1.0,1.0952380952380951,0.0017421602787456,0.6885245901639344,0.5458381614225176,0.0,1.0,-10.659919028340076,-2.4979757085020227,0.0,0.3076923076923077,0.1052631578947368,0.08,-0.1653797325867188,-0.0003237097854024,-0.0402596948246477
GRE,1960,8,19,48,21,Greece,1,0,0,1,Italy,1.0,0,0,0,58,0.0034799304013919,0.0024096385542168,1.0,103.0,0.0,0.0031188322368421,-0.4,1.0,1.619047619047619,0.0591243444901981,0.84,-0.326649472839333,0.0,6.25,-42.92653508771929,-8.502960526315785,0.0,0.0208333333333333,0.4210526315789473,0.2333333333333333,0.3896457502667358,0.013916349222368,0.0796574174940464
HUN,1960,18,19,183,7,Hungary,6,8,7,21,Italy,0.2857142857142857,0,0,0,198,0.0118797624047519,0.0506024096385542,0.2857142857142857,4.904761904761905,3.4427662408747706,0.2544419665425619,0.75,0.7724358974358975,2.0,0.1074332171893147,1.0,37.99816902324756,0.0820805674866589,18.925925925925927,-3.5844940219400967,12.17279994156612,0.0,0.087431693989071,0.9473684210526316,0.7,7.711092006745254,0.3642216197518,0.659501290050581
IND,1960,6,19,45,32,India,0,1,0,1,Italy,0.0,0,0,0,10,0.0005999880002399,0.0024096385542168,0.0,103.0,0.0,0.0035469785575048,0.3333333333333333,1.0,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.6253213651423553,0.0126582278481012,1.7894736842105263,-32.18830409356725,-8.403859649122804,0.0,0.2888888888888888,0.3157894736842105,0.1333333333333333,0.4764744563723731,0.0009326381268706,0.1159919411239404
IRI,1960,5,19,23,27,Iran,0,1,3,4,Italy,0.0,0,0,0,17,0.0010199796004079,0.0096385542168674,0.0,25.75,0.1269620736329534,0.1988438376046866,0.9285714285714286,1.0,1.0952380952380951,0.0017421602787456,0.6885245901639344,3.998223948900483,0.0,4.764705882352941,-6.339244851258581,1.4335206622694845,0.0,0.0434782608695652,0.2631578947368421,0.16,0.5111697833814444,0.0010005498152311,0.1244380986752844
IRQ,1960,5,19,21,41,Iraq,0,0,1,1,Italy,0.0,0,0,0,1,5.999880002399952e-05,0.0024096385542168,0.0,103.0,-0.0272650043269336,0.0126745435016111,0.0,1.0,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.7355051955462063,0.0,1.0,-26.794486215538846,-7.338345864661654,0.0,0.0476190476190476,0.2631578947368421,0.1533333333333333,0.4869480221381532,0.0009531387993134,0.1185416039808148
ITA,1960,19,19,280,3,Italy,13,10,13,36,Italy,0.3611111111111111,0,0,1,245,0.0146997060058798,0.0867469879518072,0.3611111111111111,2.861111111111111,3.9964868499710464,0.3295554421768705,-0.4,0.8034825870646766,2.0,0.0238095238095238,1.0,44.25288444423225,0.0788449059052562,23.07407407407408,-1.7325396825396826,15.632089947089945,0.0,0.0428571428571428,1.0,0.8933333333333333,8.502027193946848,0.1090003486403442,0.3497669415231298
JPN,1960,17,19,161,8,Japan,4,7,7,18,Italy,0.2222222222222222,0,1,0,92,0.0055198896022079,0.0433734939759036,0.2222222222222222,5.722222222222222,3.369880506211292,0.2708903054533197,-0.2,0.7841726618705036,1.9523809523809523,0.0815331010452961,0.9767441860465116,37.6737988539086,0.0454339231317648,22.09090909090909,-4.113344956594385,14.229632876658046,0.0,0.0062111801242236,0.8947368421052632,0.6266666666666667,7.795238768552144,0.2979897368587801,0.9176902606012236
MAR,1960,10,19,47,32,Morocco,0,1,0,1,Italy,0.0,0,0,0,1,5.999880002399952e-05,0.0024096385542168,0.0,103.0,0.0,-0.0095914278473664,0.0,1.0,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.5242253052900065,0.0,2.272727272727273,-53.66293393057111,-14.50797108826224,0.0,0.0425531914893617,0.5263157894736842,0.3,0.6381389596081394,0.0012490758235044,0.1553472083168982
MEX,1960,14,19,69,41,Mexico,0,0,1,1,Italy,0.0,0,0,0,14,0.0008399832003359,0.0024096385542168,0.0,103.0,0.0,-0.0146517206690323,0.782608695652174,0.8818181818181818,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.857741317214807,-0.0348484848484847,3.4761904761904763,-75.14340198321891,-20.10968726163233,0.0,0.0144927536231884,0.6842105263157895,0.36,1.1309448774738842,0.002213680708409,0.275314846132807
NED,1960,13,19,110,28,Netherlands,0,1,2,3,Italy,0.0,0,0,0,99,0.0059398812023759,0.0072289156626506,0.0,34.333333333333336,1.026077768669559,0.0322046843109043,-0.0344827586206896,0.56875,1.0952380952380951,0.0017421602787456,0.6885245901639344,12.53694893713238,0.0520833333333332,12.346153846153848,-22.779744816586923,1.808384247331616,0.0,0.009090909090909,0.6842105263157895,0.3466666666666667,1.3357065872385268,0.0026144757035986,0.325161606784539
NOR,1960,11,19,40,21,Norway,1,0,0,1,Italy,1.0,0,0,0,92,0.0055198896022079,0.0024096385542168,1.0,103.0,0.0,-0.0078607236842105,-0.0454545454545454,0.98,1.619047619047619,0.0591243444901981,0.84,-0.501006634574801,0.1868965517241378,6.52,-59.02763157894737,-13.14428947368421,0.0,0.025,0.5789473684210527,0.24,0.8043089329740282,0.0287262057555471,0.1644292858942872
NZL,1960,9,19,37,14,New Zealand,2,0,1,3,Italy,0.6666666666666666,0,0,0,13,0.0007799844003119,0.0072289156626506,0.6666666666666666,34.333333333333336,-0.2669349044117654,0.0782154577958275,-0.125,0.8723404255319149,1.9047619047619049,0.0890824622531939,0.9545454545454546,-0.1503787171587136,0.0653228816722658,6.227272727272728,-15.708392603129443,-0.3534268718479234,0.0,0.3783783783783784,0.4736842105263157,0.18,0.0100577656287488,0.0004638043738797,0.0016671601483573
PAK,1960,7,19,43,20,Pakistan,1,0,1,2,Italy,0.5,0,0,0,3,0.0001799964000719,0.0048192771084337,0.5,51.5,0.0,0.0241970908883891,-0.3548387096774194,1.0,1.619047619047619,0.0591243444901981,0.84,1.766255223306519,0.0,1.1,-18.55875152998776,-4.797625458996327,0.0361111111111111,0.3023255813953488,0.3684210526315789,0.2333333333333333,-2.988438847807989,-0.1067332534932503,-0.6109429418704238
POL,1960,17,19,185,9,Poland,4,6,11,21,Italy,0.1904761904761904,0,0,0,60,0.0035999280014399,0.0506024096385542,0.1904761904761904,4.904761904761905,2.935918741006017,0.2099951202463293,-0.4705882352941176,0.7752442996742671,1.9523809523809523,0.0815331010452961,0.9767441860465116,33.3420612983507,0.2667697234030807,13.590909090909092,-3.380220822326085,8.499570116938537,0.0,0.0054054054054054,0.8947368421052632,0.72,6.584578721548192,0.2517096574996262,0.7751659624980495
POR,1960,11,19,65,32,Portugal,0,1,0,1,Italy,0.0,0,0,0,7,0.0004199916001679,0.0024096385542168,0.0,103.0,0.0,-0.0099787293677981,-0.2,0.8440366972477065,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.4434938341926034,-0.0591891092039063,1.75,-59.03724696356276,-16.486174089068825,0.0,0.0153846153846153,0.5789473684210527,0.32,0.619144176845089,0.0012118959529373,0.1507231582876729
ROU,1960,13,19,98,11,Romania,3,1,6,10,Italy,0.3,0,0,0,29,0.0017399652006959,0.0240963855421686,0.3,10.3,2.0505230997593387,0.1946598456783357,0.2222222222222222,0.6858974358974359,1.9523809523809523,0.1031042128603103,0.9767441860465116,24.00505065767701,0.1422081155090864,15.65,-6.2611170784103125,9.076664876476906,0.0,0.0408163265306122,0.6842105263157895,0.4333333333333333,6.092198066256375,0.3084325492076619,0.8466952904583285
RSA,1960,12,19,55,28,South Africa,0,1,2,3,Italy,0.0,0,0,0,51,0.0030599388012239,0.0072289156626506,0.0,34.333333333333336,0.0,0.0386729882557633,-0.1515151515151515,0.9166666666666666,1.0952380952380951,0.0017421602787456,0.6885245901639344,2.406868092069821,0.0611111111111111,4.842105263157895,-20.998086124401915,-2.909952153110048,0.0,0.1636363636363636,0.631578947368421,0.3,-1.3597849877791257,-0.0026616061091805,-0.3310232020505841
SGP,1960,3,19,5,32,Singapore,0,1,0,1,Italy,0.0,0,0,0,1,5.999880002399952e-05,0.0024096385542168,0.0,103.0,0.0975749907994875,0.1213684210526316,0.0,1.0,1.0952380952380951,0.0017421602787456,0.6885245901639344,0.7960079630700063,0.0,1.2,-15.90526315789473,-3.9315789473684193,0.0,0.6,0.0526315789473684,0.0066666666666666,-0.4234809653822349,-0.0008289101105785,-0.1030913169568469
SUI,1960,16,19,149,24,Switzerland,0,3,3,6,Italy,0.0,0,0,0,126,0.0075598488030239,0.0144578313253012,0.0,17.166666666666668,1.2143582814911154,0.0451681566422248,-0.3142857142857143,0.990950226244344,1.0952380952380951,0.0017421602787456,0.6885245901639344,15.241815863723811,-0.0090497737556559,7.555555555555555,-13.573766631343458,1.2167588994858516,0.0,0.0134228187919463,0.8421052631578947,0.5733333333333334,1.1833949425129022,0.0023163450375415,0.2880831798274847
SWE,1960,15,19,133,16,Sweden,1,2,3,6,Italy,0.1666666666666666,0,0,0,358,0.0214795704085918,0.0144578313253012,0.1666666666666666,17.166666666666668,2.4141751236434548,0.0871986356869617,1.6666666666666667,0.7868217054263565,1.619047619047619,0.0591243444901981,0.84,26.46602217101378,0.0878969742435608,18.77777777777778,-12.718045112781954,9.329030910609855,0.0,0.0225563909774436,0.7894736842105263,0.64,5.1604840194439126,0.184308689936614,1.0549860475234127
TCH,1960,13,19,116,10,Czechoslovakia,3,2,3,8,Italy,0.375,0,0,0,74,0.0044399112017759,0.0192771084337349,0.375,12.875,1.5418287696077928,0.0963495838287752,-0.4444444444444444,0.7574257425742574,1.9523809523809523,0.1031042128603103,0.9767441860465116,18.857131453133096,0.0617735686612139,9.125,-8.056034482758621,3.970689655172413,0.0,0.0086206896551724,0.6842105263157895,0.5,4.167536226541484,0.2109917977531128,0.5792052814847951
TUR,1960,6,19,49,6,Turkey,7,2,0,9,Italy,0.7777777777777778,0,0,0,33,0.0019799604007919,0.0216867469879518,0.7777777777777778,11.444444444444445,0.4098107733241748,0.23651154124378,-0.5,0.9310344827586208,2.0,0.0882694541231126,1.0,8.064396364342349,-0.0689655172413792,5.444444444444445,-3.1145721446473327,2.876739467716911,0.0,0.0204081632653061,0.3157894736842105,0.2733333333333333,2.399879402855212,0.0874449984846028,0.1799909552141409
URS,1960,17,19,283,1,Soviet Union,43,29,31,103,Italy,0.4174757281553398,0,0,0,272,0.0163196736065278,0.2481927710843373,0.4174757281553398,1.0,4.956070058970416,3.2270206756094955,0.0,0.7608695652173914,2.0,0.0,1.0,61.45766348409002,-0.0493494128847984,112.22222222222224,0.3639575971731448,78.6647428347075,0.0,0.0035335689045936,0.8947368421052632,0.94,12.36604962939797,0.0,0.1494039453365926
USA,1960,17,19,289,2,United States,34,21,16,71,Italy,0.4788732394366197,0,0,0,1132,0.0679186416271674,0.1710843373493976,0.4788732394366197,1.4507042253521127,4.736986260696687,1.81717048741624,0.0,0.7616822429906542,2.0,0.0017421602787456,1.0,55.487209323403285,-0.0170987953840635,91.44827586206895,-0.1575869348306192,63.96651702299909,0.0,0.0103806228373702,0.8947368421052632,0.9533333333333334,11.749481380503385,0.0129732955986419,1.613485119153634
USA,1960,17,19,289,32,Formosa,0,1,0,1,Italy,0.0,0,0,0,1133,0.0679786404271914,0.0024096385542168,0.0,103.0,1.2614117308227244,0.0161369840129101,15.0,0.7616822429906542,2.0,0.0017421602787456,1.0,5.9455874239773765,0.0,91.44827586206895,-91.2596976871244,36.63588379731097,0.0,0.0103806228373702,0.8947368421052632,0.9533333333333334,11.749481380503385,0.0129732955986419,1.613485119153634
VEN,1960,9,19,36,41,Venezuela,0,0,1,1,Italy,0.0,0,0,0,2,0.0001199976000479,0.0024096385542168,0.0,103.0,0.0,-0.0095455653021442,0.025,0.8333333333333334,1.0952380952380951,0.0017421602787456,0.6885245901639344,-0.5343235685457556,-0.134920634920635,1.5,-48.28801169590643,-13.436403508771928,0.0,0.0277777777777777,0.4210526315789473,0.1666666666666666,0.6105001647711431,0.0011949763990735,0.1486188781397101
YUG,1960,14,19,116,18,Yugoslavia,1,1,0,2,Italy,0.5,0,0,0,18,0.0010799784004319,0.0048192771084337,0.5,51.5,0.0,0.0051586457225107,-0.3076923076923077,0.8810810810810811,1.619047619047619,0.0591243444901981,0.84,1.6959941700324603,-0.0108108108108108,5.928571428571429,-37.19328493647913,-7.007985480943738,0.038647342995169,0.1379310344827586,0.7368421052631579,0.42,,,
ARG,1964,14,21,102,30,Argentina,0,1,0,1,Japan,0.0,0,0,0,41,0.0024599508009839,0.0021978021978021,0.0,96.0,0.0,-0.0061784890426758,0.0,0.9256756756756755,1.3,0.0008361204013377,0.7407407407407407,-0.2357757854069415,-0.065703634669152,3.85,-63.3235294117647,-16.30205882352941,0.0,0.0392156862745098,0.6666666666666666,0.4662576687116564,0.41697456187035,0.0002862525596363,0.0708623808496985
AUS,1964,19,21,243,8,Australia,6,2,10,18,Japan,0.3333333333333333,0,0,0,129,0.0077398452030959,0.0395604395604395,0.3333333333333333,5.333333333333333,3.3063594982422515,0.1719184793258865,0.6,0.7678571428571429,2.0,0.148076923076923,1.0,36.466038112254616,-0.0321428571428571,20.51851851851852,-3.846560846560848,13.208994708994709,0.0,0.0493827160493827,0.9047619047619048,0.7914110429447853,7.790484808704511,0.520417001391192,0.6409892564123965
BAH,1964,2,21,11,24,Bahamas,1,0,0,1,Japan,1.0,0,0,0,2,0.0001199976000479,0.0021978021978021,1.0,96.0,0.0537660659681218,0.0763806900170536,-0.3142857142857143,1.0,1.75,0.0843101343101342,0.8888888888888888,0.6480410361952584,0.0,1.5555555555555556,-8.956709956709952,-1.598124098124097,0.0,0.1818181818181818,0.0476190476190476,0.0184049079754601,-0.1906257815505846,-0.009365478652769,-0.0282374185565289
BEL,1964,13,21,61,20,Belgium,2,0,1,3,Japan,0.6666666666666666,0,0,0,107,0.0064198716025679,0.0065934065934065,0.6666666666666666,32.0,0.0,0.0415948093830383,-0.2307692307692307,0.9324324324324323,1.7000000000000002,0.0436932632584806,0.8695652173913043,2.540198514742906,0.0657657657657656,6.0,-19.141295862607336,-1.5423887587822014,0.0,0.0163934426229508,0.6190476190476191,0.2208588957055214,-0.8414952085631857,-0.0210244593984707,-0.1235199973194948
BRA,1964,11,21,61,35,Brazil,0,0,1,1,Japan,0.0,0,0,0,11,0.0006599868002639,0.0021978021978021,0.0,96.0,0.0,0.0004776173839597,-0.1025641025641025,0.9846153846153848,1.3,0.0008361204013377,0.7407407407407407,-0.1760178669418623,-0.003756708407871,7.45,-49.74551131928182,-9.708653395784545,0.0,0.1967213114754098,0.5238095238095238,0.0920245398773006,0.202261334871672,0.0001388521749691,0.0343731274122696
BUL,1964,9,21,63,11,Bulgaria,3,5,2,10,Japan,0.3,0,0,0,23,0.0013799724005519,0.0219780219780219,0.3,9.6,1.049912037430239,0.2889938197501222,-0.2666666666666666,0.8706896551724138,1.9,0.0866452991452991,0.9523809523809524,14.543279610585431,0.0892688901450914,13.235294117647058,-3.5269841269841264,8.206610644257703,0.0,0.0952380952380952,0.4285714285714285,0.3435582822085889,4.857331165917111,0.2084345521647694,0.5978314212137826
CAN,1964,16,21,115,22,Canada,1,2,1,4,Japan,0.25,0,0,0,102,0.0061198776024479,0.0087912087912087,0.25,24.0,1.644922349181541,0.0462916434122482,-0.3125,0.7731958762886598,1.75,0.0843101343101342,0.8888888888888888,19.249579506634674,0.0017673048600883,12.22222222222222,-17.489026915113868,3.308847481021393,0.0,0.1217391304347826,0.7619047619047619,0.5398773006134969,3.4825332429890388,0.1710974794672117,0.5158680427139003
CUB,1964,6,21,27,30,Cuba,0,1,0,1,Japan,0.0,0,0,0,7,0.0004199916001679,0.0021978021978021,0.0,96.0,0.0555027752721125,0.0440259406231628,0.0714285714285714,0.9605263157894736,1.3,0.0008361204013377,0.7407407407407407,0.4209534440115227,-0.0394736842105264,14.3125,-27.105820105820104,1.887003968253968,0.0,0.037037037037037,0.2857142857142857,0.147239263803681,0.0979960328052774,6.727416439721566e-05,0.0166538509381929
DEN,1964,10,21,60,18,Denmark,2,1,3,6,Japan,0.3333333333333333,0,0,0,112,0.0067198656026879,0.0131868131868131,0.3333333333333333,16.0,0.750593795131085,0.1301214285714285,0.3846153846153846,0.8591549295774648,1.7000000000000002,0.0436932632584806,0.8695652173913043,10.622105629860028,-0.0215790153766637,7.321428571428571,-7.042857142857142,3.012142857142857,0.0,0.0166666666666666,0.4761904761904761,0.2269938650306748,2.4284151772857863,0.0606730921078577,0.3564581629658059
ETH,1964,3,21,12,24,Ethiopia,1,0,0,1,Japan,1.0,0,0,0,2,0.0001199976000479,0.0021978021978021,1.0,96.0,0.0424390324983358,0.0756387362637362,0.1428571428571428,1.0,1.75,0.0843101343101342,0.8888888888888888,0.3466072515249325,0.0,4.461538461538462,-13.488095238095232,-0.923351648351646,0.0,0.0833333333333333,0.1428571428571428,0.0674846625766871,-0.0567143763291331,-0.0027863874261659,-0.0084011069727903
FIN,1964,13,21,89,12,Finland,3,0,2,5,Japan,0.6,0,0,0,239,0.0143397132057358,0.0109890109890109,0.6,19.2,1.4529111504865833,0.0851059209695744,-0.2941176470588235,0.913907284768212,1.9,0.0866452991452991,0.9523809523809524,17.629686510105007,0.096555686594696,12.16,-11.210486891385768,5.148853932584268,0.0,0.0112359550561797,0.5714285714285714,0.3803680981595092,4.383612381923928,0.188106647967812,0.539526981138234
FRA,1964,14,21,138,21,France,1,8,6,15,Japan,0.0666666666666666,0,0,0,368,0.0220795584088318,0.0329670329670329,0.0666666666666666,6.4,2.439394951375503,0.3030081155074635,-0.16,0.8130841121495327,1.75,0.0843101343101342,0.8888888888888888,28.470979784911144,0.0114312195875492,27.03448275862069,-3.491304347826087,17.876746626686657,0.0,0.0289855072463768,0.6666666666666666,0.5398773006134969,6.8858858812328885,0.3383048016984903,1.0200070535016772
GBR,1964,17,21,204,10,Great Britain,4,12,2,18,Japan,0.2222222222222222,0,0,0,459,0.0275394492110157,0.0395604395604395,0.2222222222222222,5.333333333333333,2.968761032522069,0.2163582464449527,-0.1666666666666666,0.7574750830564784,2.0,0.0008361204013377,1.0,33.54407060934231,0.0068324095346274,22.2093023255814,-3.4197012138188607,14.520601263761318,0.0,0.0196078431372549,0.8095238095238095,0.7423312883435583,7.812332069955048,0.0034379211714289,0.8510641081794605
GBR,1964,17,21,204,35,Ireland,0,0,1,1,Japan,0.0,0,0,0,460,0.0275994480110397,0.0021978021978021,0.0,96.0,0.0,0.0012139968846635,2.5,0.7574750830564784,2.0,0.0008361204013377,1.0,-1.2380869344594183,0.0,22.2093023255814,-76.8998599439776,-7.523446355286305,0.0,0.0196078431372549,0.8095238095238095,0.7423312883435583,7.812332069955048,0.0034379211714289,0.8510641081794605
GHA,1964,3,21,33,35,Ghana,0,0,1,1,Japan,0.0,0,0,0,2,0.0001199976000479,0.0021978021978021,0.0,96.0,0.1261303309050623,0.0201141282959464,0.09375,0.9,1.3,0.0008361204013377,0.7407407407407407,1.0495560783730682,-0.0999999999999999,1.0,-13.541125541125536,-3.3623376623376604,0.0,0.4242424242424242,0.1428571428571428,0.1104294478527607,-0.5580109665734446,-0.0003830738900961,-0.0948306905204703
HUN,1964,17,21,182,6,Hungary,10,7,5,22,Japan,0.4545454545454545,0,0,0,220,0.0131997360052798,0.0483516483516483,0.4545454545454545,4.363636363636363,2.85923541938182,0.2715855125745234,-0.1428571428571428,0.7492163009404389,1.9,0.0336538461538461,0.9523809523809524,32.63266715354024,-0.0232195964954585,18.925925925925927,-2.6020646020646017,12.467528767528767,0.0833333333333333,0.0274725274725274,0.8095238095238095,0.6809815950920245,7.268987403420149,0.1761873678114301,0.402978926979226
IND,1964,8,21,52,24,India,1,0,0,1,Japan,1.0,0,0,0,11,0.0006599868002639,0.0021978021978021,1.0,96.0,0.0,0.0007716499087956,-0.25,0.990990990990991,1.75,0.0843101343101342,0.8888888888888888,-0.1149522472829197,-0.009009009009009,1.7894736842105263,-36.171245421245416,-9.598742047426256,0.0,0.0384615384615384,0.3809523809523809,0.2576687116564417,0.1824945672210712,0.0089659906422559,0.0270329408592958
