NOC,Year,M,P,A,Rank,Country,Gold,Silver,Bronze,Total,Host,Gold_Ratio,Pre_Host,Post_Host,Host_Flag,Cumulative_Total,CMR,RPI,GCR,MCI,ECR,ME,RIR,GR,Degree Centrality,Betweenness Centrality,Closeness Centrality,predicted_NR,Predicted_CA,delta_GR,T_c,S_c,Coach_Effect
ARG,1952,15,19,123,19,Argentina,1,2,2,5,Finland,0.2,0,0,0,36,0.0021599568008639,0.0108695652173913,0.2,15.2,,0.03798389116753808,0.4615384615384615,0.896551724137931,1.5813953488372092,0.0441961139635557,0.8269230769230769,23.577621227046684,1.8795664978587725,-0.0356516656925773,3.85,-11.169875909285407,-0.6559627727856223
AUS,1952,12,19,81,9,Australia,6,2,3,11,Finland,0.5454545454545454,0,1,0,54,0.0032399352012959,0.0239130434782608,0.5454545454545454,6.909090909090909,2.107055631829802,0.31620364353957586,-0.3571428571428571,0.8714285714285714,1.9069767441860463,0.0581395348837209,0.9555555555555556,20.40885087326792,10.447272007213456,0.0461858529819695,20.51851851851852,-3.59625494713214,13.28408647882332
AUT,1952,16,19,112,32,Austria,0,1,1,2,Finland,0.0,0,0,0,54,0.0032399352012959,0.0043478260869565,0.0,38.0,,0.005886518321903643,0.5238095238095238,0.7058823529411765,1.255813953488372,0.0020764119601328,0.7288135593220338,23.92916454345536,2.4961248077777225,-0.1183854294856017,3.769230769230769,-31.14003759398496,-6.703549739733949
BEL,1952,16,19,134,14,Belgium,2,2,0,4,Finland,0.5,0,0,0,98,0.0058798824023519,0.008695652173913,0.5,19.0,-1.777219073600192,0.02884055762038197,-0.0666666666666666,0.9565217391304348,1.7674418604651163,0.0463732004429679,0.8958333333333334,25.968735880527515,5.44412607577717,0.0828953655040611,6.0,-15.128043990573447,-0.33841319717203433
BRA,1952,14,19,97,24,Brazil,1,0,2,3,Finland,0.3333333333333333,0,0,0,7,0.0004199916001679,0.0065217391304347,0.3333333333333333,25.33333333333333,-0.30811708172549945,0.03044947726420943,-0.2941176470588235,0.9327731092436976,1.5813953488372092,0.0441961139635557,0.8269230769230769,22.095076275117627,2.89891224427343,0.1422969187675071,7.45,-17.898896726351957,-0.1546690179055874
BUL,1952,8,19,63,40,Bulgaria,0,0,1,1,Finland,0.0,0,0,0,1,5.999880002399952e-05,0.0021739130434782,0.0,76.0,-0.06599167811676668,0.015548862819981723,0.0,0.6759776536312849,1.255813953488372,0.0020764119601328,0.7288135593220338,7.103510034443881,0.7815008886664124,,13.235294117647058,-31.563074352548032,-0.20421642341146828
CAN,1952,13,19,107,21,Canada,1,2,0,3,Finland,0.3333333333333333,0,0,0,91,0.0054598908021839,0.0065217391304347,0.3333333333333333,25.33333333333333,1.4325178263139569,0.038044569892720134,-0.16,0.8311688311688312,1.5813953488372092,0.0441961139635557,0.8269230769230769,19.93349208407752,4.093862506699293,0.001381597126278,12.222222222222221,-16.621085423839972,3.569229928403562
CHI,1952,9,19,59,31,Chile,0,2,0,2,Finland,0.0,0,0,0,3,0.0001799964000719,0.0043478260869565,0.0,38.0,,0.020558558490451892,0.0333333333333333,0.9390243902439024,1.255813953488372,0.0020764119601328,0.7288135593220338,11.271024243777855,2.2862488949412016,-0.0609756097560976,1.875,-17.492417484388934,-3.93522524531668
DEN,1952,15,19,128,15,Denmark,2,1,3,6,Finland,0.3333333333333333,0,0,0,96,0.0057598848023039,0.0130434782608695,0.3333333333333333,12.666666666666666,1.4941747739862823,0.05801205283717105,0.5,0.900497512437811,1.7674418604651163,0.0463732004429679,0.8958333333333334,23.724619728380773,5.562676400834141,0.0151220183666647,7.321428571428571,-9.163651315789473,2.3759046052631576
EGY,1952,14,19,106,40,Egypt,0,0,1,1,Finland,0.0,0,0,0,15,0.0008999820003599,0.0021739130434782,0.0,76.0,,-0.004024638848813008,1.5,1.0,1.255813953488372,0.0020764119601328,0.7288135593220338,16.440871185285232,0.9435134891127064,0.0,3.3,-55.25372393247269,-14.266117179741808
ESP,1952,7,19,27,34,Spain,0,1,0,1,Finland,0.0,0,0,0,7,0.0004199916001679,0.0021739130434782,0.0,76.0,,0.02841347195148362,0.2142857142857142,1.0,1.255813953488372,0.0020764119601328,0.7288135593220338,5.070365930323807,0.942143380897863,0.0,8.5,-27.594541910331383,-2.3283625730994153
FIN,1952,18,19,258,8,Finland,6,3,13,22,Finland,0.2727272727272727,0,0,1,214,0.0128397432051358,0.0478260869565217,0.2727272727272727,3.4545454545454546,3.0513392065785703,0.1521238070839618,0.3333333333333333,0.7864077669902912,1.9069767441860463,0.0581395348837209,0.9555555555555556,30.67561908851704,19.329738189092662,-0.1810340934748251,12.16,-2.240087533845184,7.839973739846443
FRA,1952,18,19,245,7,France,6,6,6,18,Finland,0.3333333333333333,0,0,0,334,0.0200395992080158,0.0391304347826087,0.3333333333333333,4.222222222222222,3.76781394282139,0.20593755384742132,1.3333333333333333,0.7794117647058824,1.9069767441860463,0.0581395348837209,0.9555555555555556,29.04209668859742,20.41057663076576,-0.1051147941855725,27.03448275862069,-2.9791621911922666,18.030389273676803
GBR,1952,18,19,256,18,Great Britain,1,2,8,11,Finland,0.0909090909090909,0,0,0,391,0.0234595308093838,0.0239130434782608,0.0909090909090909,6.909090909090909,3.549297452668885,0.10260927366072282,0.5,0.7481296758104738,2.0,0.0157681465821,1.0,29.806749650252737,15.615355757096914,-0.0789889682573227,22.209302325581394,-5.555117374401914,13.879976415586402
GBR,1952,18,19,256,34,Ireland,0,1,0,1,Finland,0.0,0,0,0,392,0.0235195296094078,0.0021739130434782,0.0,76.0,,0.001653083605165142,0.8888888888888888,0.7481296758104738,2.0,0.0157681465821,1.0,25.021960042522167,7.392298346176443,0.0,22.209302325581394,-71.04872532894737,-5.768105970777237
GER,1952,18,19,205,28,Germany,0,7,17,24,Finland,0.0,0,0,0,255,0.0152996940061198,0.0521739130434782,0.0,3.1666666666666665,,0.4318131320182037,27.0,0.7506849315068493,1.255813953488372,0.0020764119601328,0.7288135593220338,-8.191031578127216,21.729653041082308,-0.1598142079079526,39.23529411764706,-1.9355584082156614,26.88403835988824
HUN,1952,15,19,188,3,Hungary,16,10,16,42,Finland,0.3809523809523809,0,0,0,151,0.0090598188036239,0.0913043478260869,0.3809523809523809,1.809523809523809,2.845169834559137,0.516587491627817,-0.25,0.7478260869565218,2.0,0.0454042081949058,1.0,27.23415273566432,43.920992129784125,-0.1305522914218566,18.925925925925927,-0.4156934890417531,13.123440101435623
IND,1952,11,19,64,26,India,1,0,1,2,Finland,0.5,0,0,0,8,0.0004799904001919,0.0043478260869565,0.5,38.0,,0.015111533717105264,0.1818181818181818,0.925531914893617,1.5813953488372092,0.0441961139635557,0.8269230769230769,14.895173195059316,2.143803297199405,-0.074468085106383,1.7894736842105263,-21.38980263157895,-5.164309210526316
IRI,1952,4,19,22,30,Iran,0,3,4,7,Finland,0.0,0,0,0,8,0.0004799904001919,0.0152173913043478,0.0,10.857142857142858,0.21288782456090422,0.40753339047667786,-0.1176470588235294,1.0,1.255813953488372,0.0020764119601328,0.7288135593220338,6.228009816240216,4.9501435210191245,0.0,4.764705882352941,-1.7570061517429931,2.8081922721241606
IRL,1952,6,19,19,34,Ireland,0,1,0,1,Finland,0.0,0,0,0,4,0.0002399952000959,0.0021739130434782,0.0,76.0,,0.025318559556786694,1.125,1.0,1.255813953488372,0.0020764119601328,0.7288135593220338,1.956228102164332,-3.3244094816351897,0.1666666666666666,2.7142857142857144,-23.631578947368418,-5.189473684210526
ITA,1952,19,19,231,5,Italy,8,9,4,21,Finland,0.3809523809523809,0,0,0,184,0.0110397792044159,0.0456521739130434,0.3809523809523809,3.619047619047619,3.9517795241832636,0.23084918448554806,0.0,0.7952127659574468,2.0,0.0863787375415282,1.0,33.14916472976223,20.647001919565184,-0.1241420727522305,23.074074074074073,-2.5281385281385282,15.39341029341029
JAM,1952,2,19,8,13,Jamaica,2,3,0,5,Finland,0.4,0,0,0,8,0.0004799904001919,0.0108695652173913,0.4,15.2,0.11341354004939076,0.8411143092105264,-0.35,0.8125,1.7674418604651163,0.0463732004429679,0.8958333333333334,5.602120428627871,5.021794610883614,0.1586538461538461,5.3125,-0.8697368421052625,3.4578289473684207
JPN,1952,13,19,69,17,Japan,1,6,2,9,Finland,0.1111111111111111,0,0,0,55,0.0032999340013199,0.0195652173913043,0.1111111111111111,8.444444444444445,2.3035609104364205,0.31271343421278736,1.125,0.8721804511278195,1.5813953488372092,0.0441961139635557,0.8269230769230769,20.02474137509573,7.425613885269846,-0.0478195488721805,22.09090909090909,-4.963132468853293,13.974696622980373
KOR,1952,6,19,19,37,South Korea,0,0,2,2,Finland,0.0,0,0,0,4,0.0002399952000959,0.0043478260869565,0.0,38.0,0.5833426099083677,0.19872902069415013,0.15625,0.9545454545454546,1.255813953488372,0.0020764119601328,0.7288135593220338,6.016679324415544,1.3912904704508091,-0.024621212121212,17.647058823529413,-11.578947368421053,8.879256965944272
LIB,1952,4,19,9,32,Lebanon,0,1,1,2,Finland,0.0,0,0,0,2,0.0001199976000479,0.0043478260869565,0.0,38.0,-0.1367996687852707,0.19251461988304094,0.0,1.0,1.255813953488372,0.0020764119601328,0.7288135593220338,3.574460890159416,1.070187522973461,,1.3333333333333333,-7.567251461988301,-1.3368421052631572
LUX,1952,9,19,44,27,Luxembourg,1,0,0,1,Finland,1.0,0,0,0,3,0.0001799964000719,0.0021739130434782,1.0,76.0,,0.00011118964767290146,0.4210526315789473,1.0,1.5813953488372092,0.0441961139635557,0.8269230769230769,8.489411956722181,1.6512410111668343,0.0,1.0,-35.503588516746404,-9.951076555023922
MEX,1952,13,19,64,34,Mexico,0,1,0,1,Finland,0.0,0,0,0,11,0.0006599868002639,0.0021739130434782,0.0,76.0,,-0.004619868763706139,1.0,0.9647058823529412,1.255813953488372,0.0020764119601328,0.7288135593220338,15.3046266436515,0.8236495707423211,0.0251085669166996,3.4761904761904763,-51.30016447368421,-12.956716008771929
NED,1952,14,19,104,29,Netherlands,0,5,0,5,Finland,0.0,0,0,0,96,0.0057598848023039,0.0108695652173913,0.0,15.2,1.8328780534436468,0.07460472788850815,1.6363636363636365,0.5166666666666667,1.255813953488372,0.0020764119601328,0.7288135593220338,19.99152084352492,6.064408092464743,-0.237344028520499,12.346153846153847,-10.415080971659918,5.5177834008097175
NOR,1952,14,19,102,10,Norway,3,2,0,5,Finland,0.6,0,0,0,88,0.0052798944021119,0.0108695652173913,0.6,15.2,1.079272059215834,0.056077247617313114,-0.4736842105263157,0.9,2.0,0.1709453337360314,1.0,23.103591383451672,6.4183439127682975,-0.0381443298969071,6.52,-10.414138286893705,1.439758513931888
NZL,1952,5,19,14,24,New Zealand,1,0,2,3,Finland,0.3333333333333333,0,0,0,8,0.0004799904001919,0.0065217391304347,0.3333333333333333,25.33333333333333,0.2368417478453097,0.26790694268137866,0.2,0.8,1.5813953488372092,0.0441961139635557,0.8269230769230769,5.832976766160653,2.702093036951317,-0.1999999999999999,6.2272727272727275,-6.189223057644108,2.502323991797677
POL,1952,11,19,125,20,Poland,1,2,1,4,Finland,0.25,0,0,0,30,0.0017999640007199,0.008695652173913,0.25,19.0,1.4270468211625837,0.05247014583732058,-0.4117647058823529,0.7016129032258065,1.5813953488372092,0.0441961139635557,0.8269230769230769,16.82418066524598,3.8127234535172216,-0.1637717121588089,13.590909090909092,-10.389052631578949,6.39692057416268
POR,1952,10,19,71,40,Portugal,0,0,1,1,Finland,0.0,0,0,0,6,0.0003599928001439,0.0021739130434782,0.0,76.0,,-0.0008632111423172083,0.5384615384615384,0.9032258064516128,1.255813953488372,0.0020764119601328,0.7288135593220338,10.163077705767824,0.6453492656537567,-0.0967741935483872,1.75,-39.45959970348406,-10.612879911045217
ROU,1952,15,19,114,23,Romania,1,1,2,4,Finland,0.25,0,0,0,6,0.0003599928001439,0.008695652173913,0.25,19.0,2.2440286466385095,0.058604801477377635,-0.08,0.7468879668049793,1.5813953488372092,0.0441961139635557,0.8269230769230769,24.107172650231284,3.251008451249564,-0.2361628806526479,15.65,-14.17543859649123,6.702368421052632
RSA,1952,13,19,64,12,South Africa,2,4,4,10,Finland,0.2,0,0,0,44,0.0026399472010559,0.0217391304347826,0.2,7.6,1.1883727589988082,0.18877518503289475,-0.3333333333333333,0.9174311926605504,1.7674418604651163,0.0463732004429679,0.8958333333333334,22.47988360070072,9.0223609315499,-0.0360571794324727,4.842105263157895,-4.359539473684211,2.081611842105263
SUI,1952,17,19,157,11,Switzerland,2,6,6,14,Finland,0.1428571428571428,0,0,0,119,0.0071398572028559,0.0304347826086956,0.1428571428571428,5.428571428571429,2.288048916033378,0.12597252323202549,0.2222222222222222,0.952191235059761,1.7674418604651163,0.0463732004429679,0.8958333333333334,28.835192404522857,11.942840872579902,-0.0129655593653261,7.555555555555555,-3.8732340405153014,4.126918676734299
SWE,1952,17,19,205,4,Sweden,12,13,10,35,Finland,0.3428571428571428,0,0,0,333,0.0199796004079918,0.0760869565217391,0.3428571428571428,2.171428571428572,3.2541531891402404,0.3906551099143853,1.0,0.7746478873239436,2.0,0.0664451827242524,1.0,28.70652790934314,36.647384101841375,-0.1132444893576707,18.77777777777778,-0.8773885934348074,12.881227866414001
TCH,1952,11,19,99,6,Czechoslovakia,7,3,3,13,Finland,0.5384615384615384,0,0,0,60,0.0035999280014399,0.0282608695652173,0.5384615384615384,5.846153846153846,1.4006078388500436,0.20465405651410434,-0.25,0.7201834862385321,2.0,0.1085271317829457,1.0,18.329217455825585,12.129432771714937,-0.1817772980751935,9.125,-2.6743548848812004,5.585193534535639
TTO,1952,1,19,2,37,Trinidad and Tobago,0,0,2,2,Finland,0.0,0,0,0,3,0.0001799964000719,0.0043478260869565,0.0,38.0,0.023075096923075758,1.104578947368421,0.3214285714285714,1.0,1.255813953488372,0.0020764119601328,0.7288135593220338,5.261732864912516,1.5965029028334827,0.0,1.9,-0.9473684210526307,1.0457894736842106
TUR,1952,4,19,51,16,Turkey,2,0,1,3,Finland,0.6666666666666666,0,0,0,17,0.0010199796004079,0.0065217391304347,0.6666666666666666,25.33333333333333,0.03173871625192056,0.0723053886157146,1.2857142857142858,1.0,1.7674418604651163,0.0463732004429679,0.8958333333333334,0.7099574825147499,2.773727220128801,0.0114942528735632,5.444444444444445,-5.0639834881320915,2.291916064671484
URS,1952,18,19,295,2,Soviet Union,22,30,19,71,Finland,0.3098591549295774,0,0,0,71,0.0042599148017039,0.1543478260869565,0.3098591549295774,1.0704225352112675,5.26630021829268,2.132593163556214,0.0,0.7849223946784922,2.0,0.0232558139534883,1.0,32.88862207769021,55.42675978304917,,112.22222222222223,0.17396188011207303,78.60774411958919
URU,1952,9,19,32,37,Uruguay,0,0,2,2,Finland,0.0,0,0,0,7,0.0004199916001679,0.0043478260869565,0.0,38.0,,0.03522409539473685,0.4230769230769231,0.9761904761904762,1.255813953488372,0.0020764119601328,0.7288135593220338,10.990855742471046,1.6804782696578526,-0.0111512959614226,1.25,-17.46381578947368,-4.364144736842104
USA,1952,18,19,279,1,United States,40,19,17,76,Finland,0.5263157894736842,0,0,0,987,0.0592188156236875,0.1652173913043478,0.5263157894736842,1.0,5.083150201705862,2.0183724116667534,0.0,0.7804878048780488,2.0,0.0,1.0,33.2173488934695,74.94793169809621,-0.0827197422917624,91.44827586206897,0.2724014336917563,64.0955135335558
VEN,1952,8,19,38,40,Venezuela,0,0,1,1,Finland,0.0,0,0,0,1,5.999880002399952e-05,0.0021739130434782,0.0,76.0,,0.004168975069252075,0.0,0.9682539682539684,1.255813953488372,0.0020764119601328,0.7288135593220338,7.210441403956564,0.6554317578957707,,1.5,-31.552631578947363,-8.41578947368421
YUG,1952,11,19,87,21,Yugoslavia,1,2,0,3,Finland,0.3333333333333333,0,0,0,13,0.0007799844003119,0.0065217391304347,0.3333333333333333,25.33333333333333,-0.06491677813652459,0.03425527254521554,-0.125,0.7010309278350515,1.5813953488372092,0.0441961139635557,0.8269230769230769,16.07844515681952,1.9047487806763608,-0.2248949980908745,5.928571428571429,-14.05323653962492,-0.06597096188747553
ARG,1956,9,19,35,29,Argentina,0,1,1,2,Australia,0.0,0,0,0,38,0.0022799544009119,0.0044642857142857,0.0,49.0,,0.033663372717508036,0.5263157894736842,0.9772727272727272,1.351351351351351,0.0042229729729729,0.7551020408163265,10.177135260517762,1.327901507261309,0.0807210031347961,3.85,-22.679699248120297,-4.108909774436089
AUS,1956,19,19,298,3,Australia,13,8,14,35,Australia,0.3714285714285714,0,0,1,89,0.0053398932021359,0.078125,0.3714285714285714,2.8,3.886426583050786,0.28021373328195087,-0.6666666666666666,0.8276699029126213,2.0,0.0525525525525525,1.0,34.44633993153342,27.646234700988963,-0.0437586685159501,20.51851851851852,-1.6825503355704696,13.85819786229182
AUT,1956,12,19,34,34,Austria,0,0,2,2,Australia,0.0,0,0,0,56,0.0033599328013439,0.0044642857142857,0.0,49.0,,0.020949245618704728,0.0625,0.912280701754386,1.351351351351351,0.0042229729729729,0.7551020408163265,16.68067424159003,2.453241464826428,0.2063983488132095,3.769230769230769,-30.256965944272444,-6.438628244820196
BAH,1956,2,19,4,35,Bahamas,0,0,1,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.0022321428571428,0.0,98.0,0.05148983217024885,0.2025182748538012,0.0,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-3.321988054686673,0.3751670973933003,,1.5555555555555556,-9.960526315789469,-1.899269005847952
BEL,1956,13,19,57,28,Belgium,0,2,0,2,Australia,0.0,0,0,0,100,0.0059998800023999,0.0044642857142857,0.0,49.0,,0.01529085872576176,1.0,0.9390243902439024,1.351351351351351,0.0042229729729729,0.7551020408163265,16.99400551383648,3.63328024818014,-0.0174973488865324,6.0,-32.80701754385965,-5.642105263157896
BRA,1956,12,19,47,24,Brazil,1,0,0,1,Australia,1.0,0,0,0,8,0.0004799904001919,0.0022321428571428,1.0,98.0,,-0.006718222105739662,0.0,0.984126984126984,1.5675675675675675,0.0387046137046136,0.8222222222222222,13.683867983741914,1.8061060991352549,0.0513538748832863,7.45,-61.241881298992155,-13.157564389697647
BUL,1956,7,19,46,19,Bulgaria,1,3,1,5,Australia,0.2,0,0,0,6,0.0003599928001439,0.0111607142857142,0.2,19.6,0.777189101668614,0.18740788156870541,-0.525,0.8170731707317073,1.5675675675675675,0.0387046137046136,0.8222222222222222,10.003732003650512,4.154563675803108,0.1410955171004223,13.235294117647058,-6.743935926773456,7.241525104320903
CAN,1956,15,19,96,15,Canada,2,1,3,6,Australia,0.3333333333333333,0,0,0,97,0.0058198836023279,0.0133928571428571,0.3333333333333333,16.333333333333332,2.0415752592393295,0.09339204130116958,-0.2857142857142857,0.7733333333333333,1.891891891891892,0.1081268768768768,0.9487179487179488,24.837499548427232,6.910239221754195,-0.0578354978354979,12.222222222222221,-12.042763157894736,4.942726608187133
CHI,1956,8,19,33,27,Chile,0,2,2,4,Australia,0.0,0,0,0,7,0.0004199916001679,0.0089285714285714,0.0,24.5,,0.10158112222705523,-0.1290322580645161,0.9534883720930232,1.351351351351351,0.0042229729729729,0.7551020408163265,11.214073105612464,3.3538446077569155,0.0144639818491207,1.875,-9.77352472089314,-1.6195574162679423
DEN,1956,11,19,37,20,Denmark,1,2,1,4,Australia,0.25,0,0,0,100,0.0059998800023999,0.0089285714285714,0.25,24.5,0.5842643929637389,0.11973895659528659,0.3333333333333333,0.8431372549019608,1.5675675675675675,0.0387046137046136,0.8222222222222222,16.204449857999514,5.529056718772738,-0.0573602575358501,7.321428571428571,-13.49715504978663,1.0758534850640107
FIN,1956,15,19,71,13,Finland,3,1,11,15,Australia,0.2,1,0,0,229,0.0137397252054958,0.0334821428571428,0.2,6.533333333333333,2.3479292231752966,0.36475043589930983,0.625,0.9931972789115646,1.945945945945946,0.131006006006006,0.9736842105263158,25.56265878962928,16.16033933907703,0.2067895119212733,12.16,-4.157153446997776,7.264853965900666
FRA,1956,16,19,145,11,France,4,4,6,14,Australia,0.2857142857142857,0,0,0,348,0.0208795824083518,0.03125,0.2857142857142857,7.0,3.242091824471546,0.2649119969960573,0.5714285714285714,0.8414096916299559,1.945945945945946,0.1124124124124123,0.9736842105263158,26.37580155326553,18.79385579835396,0.0619979269240735,27.03448275862069,-4.956079854809437,17.437313974591653
GBR,1956,18,19,197,8,Great Britain,6,7,11,24,Australia,0.25,0,0,0,416,0.0249595008099838,0.0535714285714285,0.25,4.083333333333333,3.6867490442627546,0.3009958667425407,-0.7647058823529411,0.8303886925795053,2.0,0.0387046137046136,1.0,32.629697021941205,24.65284849671017,0.0822590167690314,22.209302325581394,-2.7992252204114347,14.706744061783544
GBR,1956,18,19,197,21,Ireland,1,1,3,5,Australia,0.2,0,0,0,421,0.0252594948101037,0.0111607142857142,0.2,19.6,3.190152807478691,0.05144114226302334,1.625,0.8303886925795053,2.0,0.0387046137046136,1.0,27.272167046560966,10.635715922322529,0.0,22.209302325581394,-17.595671920919052,10.267810051631258
GRE,1956,5,19,13,35,Greece,0,0,1,1,Australia,0.0,0,0,0,57,0.0034199316013679,0.0022321428571428,0.0,98.0,0.04179481921959712,0.05184755527872935,0.8421052631578947,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-0.5280273978208364,1.7810427758195249,0.0,6.25,-25.449392712550605,-3.2598178137651814
HUN,1956,13,19,111,4,Hungary,9,10,7,26,Australia,0.3461538461538461,0,0,0,177,0.0106197876042479,0.0580357142857142,0.3461538461538461,3.769230769230769,2.3202533132603285,0.5328828211805926,0.3333333333333333,0.6903553299492385,2.0,0.078078078078078,1.0,22.50963181785316,27.08919741819997,-0.0574707570072832,18.925925925925927,-1.6605026078710288,12.74999736578684
IND,1956,8,19,58,24,India,1,0,0,1,Australia,1.0,0,0,0,9,0.0005399892002159,0.0022321428571428,1.0,98.0,,-0.0017152199762187847,-0.0769230769230769,0.9873417721518988,1.5675675675675675,0.0387046137046136,0.8222222222222222,6.016478488381708,1.3654890069787493,0.0618098572582818,1.7894736842105263,-40.82486388384755,-10.994827586206895
IRI,1956,3,19,17,14,Iran,2,2,1,5,Australia,0.4,0,0,0,13,0.0007799844003119,0.0111607142857142,0.4,19.6,0.11423469492679965,0.3688963758878164,-0.5333333333333333,1.0,1.891891891891892,0.1081268768768768,0.9487179487179488,4.175488632456156,4.002266213945006,0.0,4.764705882352941,-2.6427244582043334,2.5424767801857584
IRL,1956,5,19,18,21,Ireland,1,1,3,5,Australia,0.2,0,0,0,9,0.0005399892002159,0.0111607142857142,0.2,19.6,0.08745378084276997,0.29208089668615983,-0.3823529411764705,0.92,1.5675675675675675,0.0387046137046136,0.8222222222222222,7.655770202584715,0.3380705513706106,-0.0799999999999999,2.7142857142857144,-4.616959064327485,0.5149122807017543
ISL,1956,1,19,2,31,Iceland,0,1,0,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.0022321428571428,0.0,98.0,0.00888100281461602,0.46592105263157896,0.0,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-2.696843673254941,0.8889463743302459,,1.0,-4.6052631578947345,-0.6815789473684204
ITA,1956,14,19,135,5,Italy,8,8,9,25,Australia,0.32,0,1,0,209,0.0125397492050159,0.0558035714285714,0.32,3.92,2.6996251366671964,0.4733691430221642,0.0,0.7246376811594203,1.945945945945946,0.064064064064064,0.9736842105263158,24.42395608260724,24.750313474837213,-0.0705750847980265,23.074074074074073,-1.9663937621832357,15.561933723196878
JPN,1956,14,19,112,10,Japan,4,10,5,19,Australia,0.2105263157894736,0,0,0,74,0.0044399112017759,0.0424107142857142,0.2105263157894736,5.157894736842105,2.664637032753283,0.4172436583036323,-0.4117647058823529,0.7387387387387387,1.945945945945946,0.1124124124124123,0.9736842105263158,24.801909634004826,17.492725305790383,-0.1334417123890807,22.09090909090909,-2.8940690542144836,14.595415647372016
KOR,1956,7,19,35,29,South Korea,0,1,1,2,Australia,0.0,0,0,0,6,0.0003599928001439,0.0044642857142857,0.0,49.0,0.6738312763702465,0.09751326214696397,-0.2162162162162162,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,7.399299904047167,1.4189428802031072,0.0454545454545454,17.647058823529413,-17.62706766917293,7.06482087571871
MEX,1956,10,19,24,23,Mexico,1,0,1,2,Australia,0.5,0,0,0,13,0.0007799844003119,0.0044642857142857,0.5,49.0,,0.04066154970760232,-0.3235294117647059,0.9166666666666666,1.5675675675675675,0.0387046137046136,0.8222222222222222,13.629644913421057,1.4999406582238934,-0.0480392156862745,3.4761904761904763,-25.17982456140351,-5.120614035087719
NOR,1956,6,19,22,22,Norway,1,0,2,3,Australia,0.3333333333333333,0,0,0,91,0.0054598908021839,0.0066964285714285,0.3333333333333333,32.666666666666664,0.18870283543825236,0.15824876033057841,1.2,0.7931034482758621,1.5675675675675675,0.0387046137046136,0.8222222222222222,5.094845550885655,4.638762126489243,-0.1068965517241379,6.52,-9.863636363636362,1.6049090909090906
NZL,1956,9,19,51,16,New Zealand,2,0,0,2,Australia,1.0,0,0,0,10,0.0005999880002399,0.0044642857142857,1.0,49.0,,0.029607070523114964,-0.3333333333333333,0.8070175438596491,1.891891891891892,0.1081268768768768,0.9487179487179488,11.257513495423778,2.430626385672809,0.007017543859649,6.2272727272727275,-22.697626418988644,-2.450197016605684
PAK,1956,8,19,53,31,Pakistan,0,1,0,1,Australia,0.0,0,0,0,1,5.999880002399952e-05,0.0022321428571428,0.0,98.0,,-0.0027867381162054155,0.0,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,5.920033378797367,0.8099056413535396,,1.1,-40.82323733862959,-11.476971201588876
POL,1956,9,19,64,17,Poland,1,4,4,9,Australia,0.1111111111111111,0,0,0,39,0.0023399532009359,0.0200892857142857,0.1111111111111111,10.88888888888889,1.1970210802272299,0.2552422599244916,-0.15,0.5084745762711864,1.5675675675675675,0.0387046137046136,0.8222222222222222,14.129652513755422,7.147721184875631,-0.19313832695462,13.590909090909092,-4.5435855263157885,8.150560705741627
ROU,1956,11,19,50,9,Romania,5,3,5,13,Australia,0.3846153846153846,0,0,0,19,0.0011399772004559,0.0290178571428571,0.3846153846153846,7.538461538461538,1.7591576767607846,0.5173316842105263,-0.6086956521739131,0.5436893203883495,2.0,0.1581581581581581,1.0,20.080935535158027,9.525572568945517,-0.2031986464166297,15.65,-3.5254251012145748,9.897372469635627
RSA,1956,10,19,50,33,South Africa,0,0,4,4,Australia,0.0,0,0,0,48,0.0028799424011519,0.0089285714285714,0.0,24.5,-0.22953698215203003,0.07762357894736843,1.75,0.8555555555555555,1.351351351351351,0.0042229729729729,0.7551020408163265,11.898902685848643,3.958604122857658,-0.0618756371049948,4.842105263157895,-12.288421052631579,-0.29705263157894723
SUI,1956,1,19,9,35,Switzerland,0,0,1,1,Australia,0.0,0,0,0,120,0.0071998560028799,0.0022321428571428,0.0,98.0,,0.15322936972059778,2.1818181818181817,1.0,1.351351351351351,0.0042229729729729,0.7551020408163265,-9.886909970509253,2.285237354748168,0.047808764940239,7.555555555555555,-4.994152046783624,3.7906432748538017
SWE,1956,15,19,97,6,Sweden,8,5,6,19,Australia,0.4210526315789473,0,0,0,352,0.0211195776084478,0.0424107142857142,0.4210526315789473,5.157894736842105,2.744898553343582,0.4352066113134183,0.5,0.6989247311827957,1.945945945945946,0.064064064064064,0.9736842105263158,25.66475212332055,22.23537915518885,-0.0757231561411478,18.77777777777778,-3.0866721877944996,12.218442788106094
TCH,1956,10,19,63,18,Czechoslovakia,1,4,1,6,Australia,0.1666666666666666,0,0,0,66,0.0039599208015839,0.0133928571428571,0.1666666666666666,16.333333333333332,0.9296323431254362,0.13328589330469023,2.0,0.6956521739130435,1.5675675675675675,0.0387046137046136,0.8222222222222222,12.138065124280782,6.647092268632608,-0.0245313123254886,9.125,-7.974937343358395,3.995018796992481
